2453082.82,15.555,0.004
2453084.87,15.562,0.004
2453086.81,15.563,0.004
2453088.76,15.580,0.005
2453089.87,15.561,0.004
2453091.79,15.555,0.005
2453096.83,15.546,0.005
2453098.87,15.561,0.004
2453100.83,15.563,0.005
2453102.79,15.576,0.005
2453103.86,15.577,0.005
2453106.80,15.558,0.006
2453108.73,15.556,0.004
2453109.76,15.560,0.004
2453110.80,15.561,0.005
2453111.83,15.562,0.005
2453112.81,15.550,0.004
2453113.84,15.581,0.004
2453114.75,15.558,0.004
2453118.90,15.570,0.005
2453122.88,15.572,0.006
2453125.84,15.562,0.005
2453126.86,15.560,0.005
2453127.77,15.547,0.005
2453128.79,15.560,0.005
2453129.76,15.564,0.005
2453131.65,15.558,0.006
2453134.73,15.558,0.007
2453134.85,15.577,0.006
2453135.83,15.556,0.004
2453137.91,15.546,0.005
2453138.79,15.572,0.004
2453139.84,15.568,0.004
2453140.84,15.562,0.005
2453142.74,15.570,0.004
2453144.76,15.533,0.004
2453146.73,15.571,0.005
2453151.72,15.568,0.006
2453152.72,15.568,0.005
2453152.94,15.556,0.006
2453153.73,15.566,0.005
2453154.79,15.570,0.005
2453156.77,15.563,0.005
2453158.84,15.567,0.006
2453162.78,15.556,0.005
2453163.74,15.567,0.004
2453164.70,15.572,0.004
2453165.77,15.573,0.004
2453166.86,15.561,0.006
2453168.56,15.556,0.005
2453168.90,15.569,0.005
2453169.69,15.560,0.005
2453170.77,15.558,0.004
2453171.84,15.577,0.003
2453172.71,15.572,0.004
2453174.68,15.558,0.004
2453175.69,15.559,0.004
2453176.73,15.567,0.006
2453178.75,15.557,0.005
2453179.76,15.565,0.004
2453180.67,15.572,0.004
2453183.70,15.572,0.005
2453184.67,15.556,0.004
2453185.82,15.563,0.005
2453193.50,15.541,0.006
2453193.84,15.568,0.006
2453194.61,15.578,0.005
2453195.67,15.574,0.004
2453196.71,15.568,0.005
2453197.61,15.571,0.004
2453199.76,15.563,0.005
2453202.51,15.558,0.004
2453203.63,15.557,0.004
2453204.59,15.562,0.004
2453205.73,15.566,0.004
2453206.64,15.561,0.004
2453209.68,15.566,0.005
2453210.63,15.533,0.004
2453211.70,15.568,0.005
2453217.62,15.542,0.005
2453218.62,15.556,0.005
2453219.69,15.558,0.006
2453223.62,15.542,0.006
2453224.67,15.571,0.004
2453226.58,15.571,0.005
2453228.56,15.552,0.004
2453229.60,15.552,0.004
2453230.63,15.558,0.004
2453231.54,15.554,0.005
2453232.56,15.550,0.006
2453238.58,15.557,0.005
2453239.54,15.580,0.005
2453240.62,15.562,0.005
2453241.62,15.578,0.007
2453245.51,15.535,0.005
2453246.63,15.566,0.006
2453247.64,15.568,0.005
2453249.49,15.578,0.005
2453250.62,15.582,0.005
2453253.61,15.571,0.005
2453256.60,15.580,0.005
2453259.59,15.564,0.006
2453267.50,15.527,0.005
2453271.58,15.572,0.009
2453274.59,15.570,0.005
2453278.57,15.565,0.005
2453281.55,15.581,0.005
2453288.51,15.568,0.006
2453293.49,15.555,0.005
2453295.49,15.541,0.004
2453299.49,15.572,0.004
2453416.87,15.557,0.004
2453421.86,15.567,0.004
2453425.89,15.555,0.005
2453428.88,15.576,0.004
2453432.86,15.572,0.006
2453442.86,15.562,0.005
2453444.91,15.558,0.004
2453447.82,15.545,0.005
2453449.83,15.564,0.004
2453452.86,15.562,0.004
2453454.91,15.565,0.004
2453458.77,15.571,0.004
2453459.82,15.563,0.004
2453468.84,15.571,0.004
2453469.85,15.567,0.004
2453471.88,15.571,0.005
2453473.85,15.564,0.004
2453473.92,15.570,0.004
2453474.87,15.551,0.004
2453475.77,15.562,0.004
2453476.74,15.567,0.004
2453478.76,15.583,0.004
2453479.90,15.561,0.004
2453481.79,15.560,0.004
2453484.74,15.567,0.005
2453496.69,15.571,0.004
2453497.76,15.578,0.004
2453499.72,15.547,0.004
2453500.70,15.570,0.004
2453501.74,15.547,0.003
2453502.74,15.563,0.004
2453503.66,15.560,0.004
2453504.84,15.559,0.004
2453506.85,15.560,0.004
2453508.72,15.557,0.005
2453509.75,15.563,0.004
2453510.89,15.565,0.004
2453511.80,15.557,0.004
2453512.82,15.564,0.005
2453517.82,15.572,0.004
2453520.78,15.571,0.004
2453522.71,15.567,0.004
2453523.77,15.571,0.004
2453524.67,15.547,0.004
2453525.67,15.565,0.004
2453526.72,15.555,0.004
2453527.75,15.557,0.004
2453528.69,15.566,0.004
2453529.65,15.554,0.004
2453530.66,15.576,0.004
2453538.63,15.549,0.004
2453540.62,15.560,0.004
2453544.82,15.547,0.005
2453547.76,15.558,0.004
2453550.60,15.545,0.004
2453551.60,15.521,0.003
2453552.63,15.530,0.004
2453553.76,15.519,0.005
2453554.71,15.535,0.004
2453555.78,15.525,0.005
2453556.69,15.532,0.004
2453558.50,15.517,0.004
2453558.80,15.511,0.004
2453559.58,15.501,0.004
2453560.57,15.492,0.004
2453561.52,15.489,0.004
2453562.56,15.473,0.004
2453562.81,15.473,0.004
2453563.61,15.483,0.004
2453564.59,15.479,0.005
2453569.53,15.362,0.004
2453573.62,15.164,0.004
2453574.66,15.129,0.003
2453575.51,15.040,0.003
2453575.76,15.024,0.003
2453576.66,14.945,0.003
2453577.73,14.836,0.003
2453578.63,14.747,0.002
2453579.59,14.627,0.002
2453579.76,14.609,0.002
2453580.62,14.495,0.002
2453581.65,14.432,0.002
2453582.59,14.383,0.002
2453583.61,14.423,0.002
2453584.62,14.484,0.002
2453585.61,14.601,0.002
2453586.65,14.720,0.002
2453589.64,15.022,0.003
2453590.61,15.082,0.003
2453592.62,15.102,0.003
2453593.64,15.269,0.003
2453594.68,15.309,0.003
2453601.53,15.472,0.004
2453601.62,15.475,0.005
2453602.57,15.493,0.004
2453602.64,15.472,0.004
2453603.54,15.490,0.004
2453603.61,15.492,0.004
2453604.52,15.498,0.004
2453606.47,15.534,0.005
2453606.64,15.522,0.005
2453607.51,15.519,0.004
2453607.61,15.499,0.004
2453608.58,15.523,0.005
2453608.62,15.520,0.005
2453616.56,15.535,0.004
2453617.52,15.547,0.005
2453618.54,15.551,0.004
2453619.56,15.562,0.004
2453621.56,15.552,0.005
2453626.50,15.563,0.007
2453628.53,15.547,0.005
2453629.62,15.552,0.005
2453631.50,15.555,0.005
2453633.52,15.557,0.005
2453637.61,15.564,0.005
2453639.57,15.585,0.004
2453641.52,15.561,0.005
2453643.60,15.551,0.006
2453648.51,15.561,0.004
2453650.55,15.560,0.005
2453654.52,15.547,0.006
2453655.49,15.556,0.005
2453657.51,15.565,0.005
2453660.50,15.576,0.005
2453662.51,15.579,0.005
2453666.53,15.564,0.004
2453775.88,15.537,0.005
2453781.87,15.563,0.005
2453784.85,15.550,0.005
2453787.84,15.567,0.005
2453790.87,15.578,0.005
